Trial Type, Money Option, Item Option, Trial Options, Choice 1, Choice 1 RT, Choice 2, Choice 2 RT, Decision Rating , Selected Option Rating, PostChoiceRT, Computer Response, Choosing For
5,1.75,6,..\..\JOCN-master\task a\images\planters_honey roasted_peanuts.jpg ..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\cheez itz_original.jpg ..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg,6,2.87329539598,..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.71004196687,7,1,n/a,1,2
4,1.0,12,0.75 0.5 1.0,1.0,5.11994585395e-06,$0.5,6.25778920949e-06,n/a,n/a,,1,1
5,0.75,2,..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,2,2.82393917895,..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,1.41703924141,4,4,4.35440402362,0,2
6,1.25,2,1.0 1.5 0.75 1.75 0.5 1.25,1.25,2.12587288872,$1.25,1.68252709473,4,2,3.93064336199,0,2
2,0.75,12,0.75 1.75 1.5 0.5,0.75,3.19749427261,$0.5,2.61658947787,1,3,n/a,1,1
5,0.75,2,..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,2,3.1364576323,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,1.36353696324,4,4,3.92230857327,0,2
2,0.5,12,0.5 1.0 1.5 1.75,0.5,2.5007011554,$1.5,1.25034687994,4,4,3.2611614546,0,1
3,0.75,12,0.5 0.75 1.5,0.75,5.68886753172e-06,$1.5,4.55102417618e-06,n/a,n/a,,1,1
5,1.5,3,..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg ..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg ..\..\JOCN-master\task a\images\skittles_original_candy.jpg,3,1.95259734686,..\..\JOCN-master\task a\images\m&m's_milk_chocholate.jpg,1.60039776692,3,4,3.70666618121,0,2
1,0.5,3,..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\nature valley_oats and honey_crunchy.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,3,2.97089280828,..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,1.74567545007,5,6,3.88806317851,0,1
3,1.75,3,1.5 1.25 0.5 1.75 1.0 0.75,1.75,5.68886753172e-06,$0.75,5.12006226927e-06,n/a,n/a,,1,1
6,1.5,12,1.75 0.75 1.5,1.5,2.214328259,$1.75,1.20028467185,3,2,n/a,1,2
7,1.75,2,0.75 1.75 1.0,1.75,5.11994585395e-06,$1.75,4.5511405915e-06,n/a,n/a,,1,2
7,1.0,6,..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg ..\..\JOCN-master\task a\images\doritos_cool ranch_chips.jpg ..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\fig_newtons.jpg,6,5.68886753172e-06,..\..\JOCN-master\task a\images\pringles_sour cream and onion_potato crisps.jpg,1.02400081232e-05,n/a,n/a,,1,2
2,0.75,2,..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,2,3.19290504733,..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,2.78039700468,5,6,3.40402761847,0,1
5,1.75,6,..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\black_forest_gummies.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,6,2.40119853476,..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,1.47727602429,5,6,3.10571545444,0,2
4,1.75,3,..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg ..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg,3,5.68886753172e-06,..\..\JOCN-master\task a\images\pringles_cheddar_potato crisps.jpg,1.13777350634e-05,n/a,n/a,,1,1
3,0.75,12,..\..\JOCN-master\task a\images\nabisco_oreo_mini.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg ..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\m&m's_peanut.jpg ..\..\JOCN-master\task a\images\planters_salted_cashews.jpg ..\..\JOCN-master\task a\images\hersey_milk_chocolate.jpg ..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_jerky_original.jpg ..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg ..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg,12,5.12006226927e-06,..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,9.67108644545e-06,n/a,n/a,,1,1
8,0.5,6,..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\nestle_crunch_bar.jpg ..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\skittles_sour_candy.jpg,6,5.68886753172e-06,..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,8.53335950524e-06,n/a,n/a,,1,2
4,0.5,2,0.5 1.75,0.5,5.12006226927e-06,$1.75,4.5511405915e-06,n/a,n/a,,1,1
8,1.25,6,..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg ..\..\JOCN-master\task a\images\poptarts_strawberry_frosted.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,6,5.68886753172e-06,..\..\JOCN-master\task a\images\kettle_salt_vinegar.jpg,1.82044459507e-05,n/a,n/a,,1,2
5,1.75,6,..\..\JOCN-master\task a\images\poptarts_brown_sugar.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\sourpatchkids_original_candy.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,6,2.25769862894,..\..\JOCN-master\task a\images\sun chips_original_chips.jpg,1.5659123013,4,4,3.90486416931,0,2
2,0.75,2,1.5 1.0 0.75 1.25 0.5 1.75,0.75,2.8645510074,$1.75,1.86485251843,4,5,4.05967699632,0,1
3,0.5,12,1.5 0.5 0.75,0.5,5.68886753172e-06,$1.5,4.5511405915e-06,n/a,n/a,,1,1
5,0.75,6,..\..\JOCN-master\task a\images\quaker_chewy_dark choc chunk.jpg ..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,6,2.89878445549,..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg,1.39428084786,4,5,3.67690704297,0,2
3,1.5,12,..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg ..\..\JOCN-master\task a\images\jacklinks_beef_stick.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\walkers_highlander_shortbread.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg ..\..\JOCN-master\task a\images\m&m's_peanut.jpg ..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg ..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,12,5.68886753172e-06,..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg,6.82671088725e-06,n/a,n/a,,1,1
1,1.0,3,..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg ..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg,3,2.70683457225,..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg,1.05129043874,5,6,4.33080139919,0,1
7,0.75,6,1.5 1.0 0.75,0.75,5.11994585395e-06,$0.75,5.68886753172e-06,n/a,n/a,,1,2
5,1.75,6,..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg ..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg,6,2.7939923075,..\..\JOCN-master\task a\images\kitkat_crisp wafers_milk choc.jpg,1.64151419979,4,5,3.70438493742,0,2
3,1.75,3,0.5 1.75,1.75,5.68886753172e-06,$1.75,4.5511405915e-06,n/a,n/a,,1,1
7,0.75,12,0.75 1.75 1.5 1.25 0.5 1.0,0.75,5.68898394704e-06,$1.75,4.55102417618e-06,n/a,n/a,,1,2
4,1.0,3,1.5 1.0,1.0,5.11994585395e-06,$1.5,5.12006226927e-06,n/a,n/a,,1,1
8,1.25,2,1.0 0.75 1.25 1.5,1.25,5.11994585395e-06,$0.75,4.55102417618e-06,n/a,n/a,,1,2
8,0.75,12,0.75 0.5 1.25 1.0 1.5 1.75,0.75,5.68886753172e-06,$0.5,5.12006226927e-06,n/a,n/a,,1,2
3,0.75,2,..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg ..\..\JOCN-master\task a\images\nestle_butterfinger_bar.jpg,2,5.68886753172e-06,..\..\JOCN-master\task a\images\kashi_chocolate almond _bars.jpg,9.67120286077e-06,n/a,n/a,,1,1
8,1.5,2,..\..\JOCN-master\task a\images\fig_newtons.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,2,4.55102417618e-06,..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg,8.53324308991e-06,n/a,n/a,,1,2
6,1.5,2,1.25 1.75 1.5,1.5,2.32980527508,$1.75,1.23370916012,5,5,3.77913577843,0,2
6,1.0,12,..\..\JOCN-master\task a\images\welch's_white_grape_raspberry.jpg ..\..\JOCN-master\task a\images\nutrigrain_blueberry_bar.jpg ..\..\JOCN-master\task a\images\nuture valley_crunchy_bar.jpg ..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg ..\..\JOCN-master\task a\images\welch's_berry.jpg ..\..\JOCN-master\task a\images\nutrigrain_apple cinnamon_bar.jpg ..\..\JOCN-master\task a\images\sun chips_original_chips.jpg ..\..\JOCN-master\task a\images\3 musketeers_candy bar.jpg ..\..\JOCN-master\task a\images\starburst_orignal_candy.jpg ..\..\JOCN-master\task a\images\kettle_bbq.jpg ..\..\JOCN-master\task a\images\welch's_mixed fruit_fruit snacks.jpg,12,3.73018005886,..\..\JOCN-master\task a\images\kettle_bbq.jpg,3.90981919016,4,4,3.18042249093,0,2
4,0.75,12,..\..\JOCN-master\task a\images\combos_cheddar cheese_pretzel.jpg ..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg ..\..\JOCN-master\task a\images\slim_jim.jpg ..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\skittles_original_candy.jpg ..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\nabisco_chips ahhoy_mini.jpg ..\..\JOCN-master\task a\images\skittles_darkside_candy.jpg ..\..\JOCN-master\task a\images\reeses_peanut butter cups_milk choc.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg,12,5.68886753172e-06,..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,9.67108644545e-06,n/a,n/a,,1,1
1,1.25,6,..\..\JOCN-master\task a\images\keebler_fudge_stripes.jpg ..\..\JOCN-master\task a\images\nutrigrain_strawberry_bar.jpg ..\..\JOCN-master\task a\images\welch's_tropical_fruits.jpg ..\..\JOCN-master\task a\images\m&m's_peanut.jpg ..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg,6,1.63048174069,..\..\JOCN-master\task a\images\cheetos_crunchy_chips.jpg,2.27457641973,5,5,3.99332693522,0,1
6,1.0,3,0.5 1.0 0.75,1.0,2.45115208498,0.75,n/a,6,5,n/a,1,2
6,0.5,12,..\..\JOCN-master\task a\images\kettle_bbq.jpg ..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg ..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg ..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\nestle_babyruth_bar.jpg ..\..\JOCN-master\task a\images\snyders_mini_pretzels.jpg ..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\planters_salted_peanuts.jpg ..\..\JOCN-master\task a\images\sourpatch_watermelon_candy.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_bites.jpg,12,2.83672495314,..\..\JOCN-master\task a\images\keebler_chips_deluxe.jpg,1.25003057776,5,5,4.4095737146,0,2
6,0.5,12,0.75 1.25 1.75 1.5 1.0 0.5,0.5,2.58522778016,$1.75,1.43297040125,5,5,3.55581793969,0,2
4,0.5,2,..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg ..\..\JOCN-master\task a\images\m&m's_peanut_butter.jpg,2,7.3955161497e-06,..\..\JOCN-master\task a\images\kellogg's_rice krispies_orignal.jpg,1.02400081232e-05,n/a,n/a,,1,1
3,1.75,2,..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg ..\..\JOCN-master\task a\images\famous_amos_chocolate_chip.jpg,2,5.68898394704e-06,..\..\JOCN-master\task a\images\twix_milk chocolate_cookie bars.jpg,1.02400081232e-05,n/a,n/a,,1,1
3,1.25,3,1.5 0.5 1.75 1.0 0.75 1.25,1.25,5.12006226927e-06,$1.0,4.5511405915e-06,n/a,n/a,,1,1
6,1.5,2,..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg ..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg,2,n/a,..\..\JOCN-master\task a\images\mini_fudge_stripes.jpg,n/a,5,5,n/a,1,2
2,1.75,3,1.5 1.75 1.0 1.25,1.75,2.53123682668,$1.5,1.58358482958,4,4,4.27311266889,0,1
6,0.5,12,0.75 1.25 0.5,0.5,2.02666210802,$1.25,2.43272521021,4,3,4.47978823679,0,2
6,0.5,3,..\..\JOCN-master\task a\images\milkyway_orginal_candy.jpg ..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg ..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg,3,3.13923039602,..\..\JOCN-master\task a\images\lays_classic_potato chips.jpg,1.24683000986,5,6,3.6493472287,0,2
2,1.5,6,..\..\JOCN-master\task a\images\doritos_nacho cheesier_chips.jpg ..\..\JOCN-master\task a\images\hersheys_milk choc_almond.jpg ..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg ..\..\JOCN-master\task a\images\skittles_wild berry_candy.jpg ..\..\JOCN-master\task a\images\pringles_the original_potato crisps.jpg,6,2.72664839774,..\..\JOCN-master\task a\images\pepperidge farms-goldish-cheddar.jpg,1.57554984512,3,4,n/a,1,1
6,0.5,6,..\..\JOCN-master\task a\images\haribo_gold_bears.jpg ..\..\JOCN-master\task a\images\snickers_milk chocolate_candy bar.jpg ..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg ..\..\JOCN-master\task a\images\quaker_chewy_chocolate chip.jpg ..\..\JOCN-master\task a\images\pirates booty_aged white cheddar_ corn puffs.jpg ..\..\JOCN-master\task a\images\quaker_chewy_peanut butter choc chip.jpg,6,2.49746645405,..\..\JOCN-master\task a\images\nabisco_nutter butter_cookies and crackers.jpg,1.19476758898,4,4,3.30236947851,0,2
